epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,891.755,0.85889,0.90982,1.36095,0.91114,0.86924,0.92103,0.68319,1.09324,0.76323,1.55675,0.000608468,0.000608468,0.000608468
31,922.266,0.8398,0.86872,1.36119,0.87315,0.89872,0.93061,0.70166,1.07973,0.73712,1.5062,0.000580174,0.000580174,0.000580174
32,951.019,0.8928,0.88586,1.38667,0.89741,0.87812,0.94229,0.71246,1.00457,0.71949,1.46706,0.00055188,0.00055188,0.00055188
33,981.457,0.85422,0.88759,1.36072,0.88656,0.8819,0.92595,0.68894,1.11339,0.74192,1.53185,0.000523586,0.000523586,0.000523586
34,1010.19,0.83788,0.82524,1.34925,0.89979,0.90856,0.94502,0.71099,1.04556,0.68685,1.46132,0.000495291,0.000495291,0.000495291
35,1040.48,0.85257,0.87109,1.3607,0.91531,0.89719,0.93781,0.71585,1.01643,0.68258,1.43091,0.000466997,0.000466997,0.000466997
36,1071.49,0.83118,0.84744,1.34534,0.9146,0.8912,0.94702,0.70032,1.03497,0.66997,1.46271,0.000438703,0.000438703,0.000438703
37,1100.48,0.81324,0.79516,1.32327,0.95003,0.90603,0.95354,0.71839,1.03927,0.6502,1.43388,0.000410409,0.000410409,0.000410409
38,1129.65,0.82803,0.81209,1.33727,0.92894,0.91403,0.95874,0.7325,1.02156,0.63404,1.43296,0.000382115,0.000382115,0.000382115
39,1158.7,0.76112,0.76137,1.28954,0.91524,0.9095,0.9515,0.72828,1.00116,0.6456,1.4324,0.00035382,0.00035382,0.00035382
40,1187.51,0.79881,0.82637,1.31584,0.95534,0.89762,0.96635,0.73411,0.99966,0.65291,1.42475,0.000325526,0.000325526,0.000325526
41,1218.82,0.91064,0.75842,1.52369,0.86745,0.88218,0.94217,0.72241,0.99948,0.6675,1.42149,0.000297232,0.000297232,0.000297232
42,1247.4,0.91045,0.66718,1.51185,0.92419,0.92252,0.96251,0.75432,0.96208,0.59699,1.40413,0.000268938,0.000268938,0.000268938
43,1276.67,0.84664,0.62152,1.45519,0.92044,0.93231,0.9677,0.75754,0.9384,0.60143,1.35862,0.000240644,0.000240644,0.000240644
44,1306.3,0.84419,0.60522,1.45507,0.92501,0.92349,0.96362,0.74691,0.9469,0.59881,1.36079,0.000212349,0.000212349,0.000212349
45,1335.69,0.85817,0.58552,1.45357,0.91935,0.93178,0.96856,0.76178,0.91399,0.59351,1.34032,0.000184055,0.000184055,0.000184055
46,1364.81,0.82967,0.57969,1.44115,0.91738,0.9335,0.96838,0.76012,0.93683,0.56963,1.36125,0.000155761,0.000155761,0.000155761
47,1393.36,0.81877,0.55733,1.42803,0.91893,0.93847,0.97367,0.77072,0.90197,0.55102,1.32076,0.000127467,0.000127467,0.000127467
48,1422.28,0.80203,0.5403,1.42148,0.9423,0.94705,0.97916,0.78065,0.89303,0.54517,1.30784,9.91726e-05,9.91726e-05,9.91726e-05
49,1450.91,0.79462,0.53689,1.403,0.93919,0.94028,0.9778,0.78244,0.88335,0.5328,1.29718,7.08784e-05,7.08784e-05,7.08784e-05
50,1480.89,0.76553,0.51202,1.38767,0.93905,0.94203,0.97889,0.78743,0.87267,0.53111,1.29205,4.25842e-05,4.25842e-05,4.25842e-05
