epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,439.953,0.95148,1.05968,1.46782,0.75533,0.58889,0.69325,0.31369,1.76694,1.98551,2.31697,0.000806528,0.000806528,0.000806528
24,458.373,0.93336,1.09984,1.45203,0.53162,0.60556,0.51127,0.28287,1.72528,2.21209,2.26069,0.000778233,0.000778233,0.000778233
25,477.612,0.94381,1.08006,1.45597,0.63896,0.62581,0.68737,0.34214,1.99046,1.71141,2.48602,0.000749939,0.000749939,0.000749939
26,496.136,0.917,1.08937,1.43854,0.59891,0.63649,0.65702,0.35736,1.78067,1.761,2.29795,0.000721645,0.000721645,0.000721645
27,515.444,0.88581,1.02368,1.40351,0.86133,0.76799,0.82732,0.36482,1.77267,1.4099,2.24468,0.000693351,0.000693351,0.000693351
28,533.802,0.87113,1.04204,1.41585,0.70101,0.44444,0.54151,0.27393,1.80699,2.22084,2.38937,0.000665057,0.000665057,0.000665057
29,553.009,0.87235,0.94763,1.3916,0.75084,0.77573,0.82959,0.41017,1.89817,1.43399,2.39199,0.000636762,0.000636762,0.000636762
30,571.739,0.8837,0.97818,1.39261,0.71757,0.60448,0.67029,0.31377,1.86518,1.69594,2.33591,0.000608468,0.000608468,0.000608468
31,590.826,0.87885,0.9609,1.39504,0.75998,0.7467,0.7827,0.39151,1.71252,1.48066,2.18664,0.000580174,0.000580174,0.000580174
32,609.529,0.89902,0.93791,1.40503,0.72195,0.68957,0.76702,0.39714,1.62917,1.45937,2.10453,0.00055188,0.00055188,0.00055188
33,628.053,0.82484,0.89264,1.35117,0.54666,0.62033,0.5951,0.26554,2.05434,1.69974,2.63085,0.000523586,0.000523586,0.000523586
34,647.051,0.85506,0.90558,1.38054,0.82201,0.77778,0.8335,0.43899,1.56438,1.17714,2.09512,0.000495291,0.000495291,0.000495291
35,665.512,0.865,0.90667,1.38796,0.77971,0.65308,0.75968,0.37229,1.71099,1.3899,2.20978,0.000466997,0.000466997,0.000466997
36,684.543,0.87797,0.91548,1.39742,0.72539,0.72222,0.78456,0.39799,1.78248,1.51235,2.25764,0.000438703,0.000438703,0.000438703
37,702.985,0.84799,0.85221,1.37491,0.8171,0.70827,0.76871,0.39629,1.76147,1.16773,2.21896,0.000410409,0.000410409,0.000410409
38,722.122,0.84394,0.89344,1.36296,0.76859,0.72331,0.78755,0.40145,1.71281,1.28095,2.20722,0.000382115,0.000382115,0.000382115
39,740.497,0.83887,0.85077,1.37612,0.83205,0.86111,0.85147,0.43986,1.66364,1.20659,2.12156,0.00035382,0.00035382,0.00035382
40,759.843,0.83831,0.85274,1.35222,0.8764,0.79886,0.84479,0.43331,1.68775,1.29212,2.16187,0.000325526,0.000325526,0.000325526
41,779.453,0.94118,0.81897,1.55047,0.76325,0.61585,0.69284,0.37151,1.84876,1.50476,2.29468,0.000297232,0.000297232,0.000297232
42,798.341,0.9164,0.69597,1.53612,0.74771,0.87342,0.82305,0.43528,1.73039,1.26391,2.192,0.000268938,0.000268938,0.000268938
43,816.559,0.88478,0.6483,1.51147,0.8592,0.84621,0.8702,0.4482,1.75008,1.15216,2.24045,0.000240644,0.000240644,0.000240644
44,835.621,0.87423,0.65041,1.50449,0.8756,0.76065,0.84462,0.46351,1.63294,1.20729,2.10916,0.000212349,0.000212349,0.000212349
45,853.663,0.90399,0.64136,1.50964,0.92574,0.83333,0.88117,0.4727,1.59106,1.11362,2.08208,0.000184055,0.000184055,0.000184055
46,871.967,0.88804,0.63276,1.50586,0.86791,0.8507,0.8617,0.46273,1.67696,1.13257,2.16489,0.000155761,0.000155761,0.000155761
47,890.598,0.86948,0.59522,1.49312,0.86136,0.81667,0.85811,0.47198,1.64867,1.22294,2.14042,0.000127467,0.000127467,0.000127467
48,908.608,0.84706,0.59521,1.47639,0.88596,0.83562,0.87017,0.48929,1.58289,1.18744,2.06446,9.91726e-05,9.91726e-05,9.91726e-05
49,927.356,0.81384,0.56936,1.44259,0.87105,0.86506,0.87912,0.49432,1.62481,1.08744,2.10934,7.08784e-05,7.08784e-05,7.08784e-05
50,945.494,0.83025,0.55784,1.45817,0.84014,0.86667,0.87521,0.5008,1.56202,1.1046,2.04847,4.25842e-05,4.25842e-05,4.25842e-05
